,city,year,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm
192,1,1994,1,192,0.3119918924749217,0.3119918924749217,0.3119918924749217,0.3119918924749217,0.3119918924749217,0.3119918924749217,0.3119918924749217,0.3119918924749217,0.3119918924749217,0.3119918924749217,0.3119918924749217,0.3119918924749217,0.3119918924749217,0.3119918924749217,0.3119918924749217,0.3119918924749217,0.3119918924749217
193,1,1994,2,193,0.6010777742705036,0.6010777742705036,0.6010777742705036,0.6010777742705036,0.6010777742705036,0.6010777742705036,0.6010777742705036,0.6010777742705036,0.6010777742705036,0.6010777742705036,0.6010777742705036,0.6010777742705036,0.6010777742705036,0.6010777742705036,0.6010777742705036,0.6010777742705036,0.6010777742705036
194,1,1994,3,194,0.5251981971274878,0.5251981971274878,0.5251981971274878,0.5251981971274878,0.5251981971274878,0.5251981971274878,0.5251981971274878,0.5251981971274878,0.5251981971274878,0.5251981971274878,0.5251981971274878,0.5251981971274878,0.5251981971274878,0.5251981971274878,0.5251981971274878,0.5251981971274878,0.5251981971274878
195,1,1994,4,195,0.5438947499970205,0.5438947499970205,0.5438947499970205,0.5438947499970205,0.5438947499970205,0.5438947499970205,0.5438947499970205,0.5438947499970205,0.5438947499970205,0.5438947499970205,0.5438947499970205,0.5438947499970205,0.5438947499970205,0.5438947499970205,0.5438947499970205,0.5438947499970205,0.5438947499970205
196,1,1994,5,196,0.7271428354317389,0.7271428354317389,0.7271428354317389,0.7271428354317389,0.7271428354317389,0.7271428354317389,0.7271428354317389,0.7271428354317389,0.7271428354317389,0.7271428354317389,0.7271428354317389,0.7271428354317389,0.7271428354317389,0.7271428354317389,0.7271428354317389,0.7271428354317389,0.7271428354317389
197,1,1994,6,197,0.5406146530023657,0.5406146530023657,0.5406146530023657,0.5406146530023657,0.5406146530023657,0.5406146530023657,0.5406146530023657,0.5406146530023657,0.5406146530023657,0.5406146530023657,0.5406146530023657,0.5406146530023657,0.5406146530023657,0.5406146530023657,0.5406146530023657,0.5406146530023657,0.5406146530023657
198,1,1994,7,198,0.8413995474122167,0.8413995474122167,0.8413995474122167,0.8413995474122167,0.8413995474122167,0.8413995474122167,0.8413995474122167,0.8413995474122167,0.8413995474122167,0.8413995474122167,0.8413995474122167,0.8413995474122167,0.8413995474122167,0.8413995474122167,0.8413995474122167,0.8413995474122167,0.8413995474122167
201,1,1994,10,201,0.5671834386590701,0.5671834386590701,0.5671834386590701,0.5671834386590701,0.5671834386590701,0.5671834386590701,0.5671834386590701,0.5671834386590701,0.5671834386590701,0.5671834386590701,0.5671834386590701,0.5671834386590701,0.5671834386590701,0.5671834386590701,0.5671834386590701,0.5671834386590701,0.5671834386590701
202,1,1994,11,202,0.6046858809646241,0.6046858809646241,0.6046858809646241,0.6046858809646241,0.6046858809646241,0.6046858809646241,0.6046858809646241,0.6046858809646241,0.6046858809646241,0.6046858809646241,0.6046858809646241,0.6046858809646241,0.6046858809646241,0.6046858809646241,0.6046858809646241,0.6046858809646241,0.6046858809646241
203,1,1994,12,203,0.4892264667527728,0.4892264667527728,0.4892264667527728,0.4892264667527728,0.4892264667527728,0.4892264667527728,0.4892264667527728,0.4892264667527728,0.4892264667527728,0.4892264667527728,0.4892264667527728,0.4892264667527728,0.4892264667527728,0.4892264667527728,0.4892264667527728,0.4892264667527728,0.4892264667527728
204,1,1994,13,204,0.5511109633852612,0.5511109633852612,0.5511109633852612,0.5511109633852612,0.5511109633852612,0.5511109633852612,0.5511109633852612,0.5511109633852612,0.5511109633852612,0.5511109633852612,0.5511109633852612,0.5511109633852612,0.5511109633852612,0.5511109633852612,0.5511109633852612,0.5511109633852612,0.5511109633852612
205,1,1994,14,205,0.5622632931670878,0.5622632931670878,0.5622632931670878,0.5622632931670878,0.5622632931670878,0.5622632931670878,0.5622632931670878,0.5622632931670878,0.5622632931670878,0.5622632931670878,0.5622632931670878,0.5622632931670878,0.5622632931670878,0.5622632931670878,0.5622632931670878,0.5622632931670878,0.5622632931670878
206,1,1994,15,206,0.6238744483833549,0.6238744483833549,0.6238744483833549,0.6238744483833549,0.6238744483833549,0.6238744483833549,0.6238744483833549,0.6238744483833549,0.6238744483833549,0.6238744483833549,0.6238744483833549,0.6238744483833549,0.6238744483833549,0.6238744483833549,0.6238744483833549,0.6238744483833549,0.6238744483833549
208,1,1994,17,208,0.5321957373827515,0.5321957373827515,0.5321957373827515,0.5321957373827515,0.5321957373827515,0.5321957373827515,0.5321957373827515,0.5321957373827515,0.5321957373827515,0.5321957373827515,0.5321957373827515,0.5321957373827515,0.5321957373827515,0.5321957373827515,0.5321957373827515,0.5321957373827515,0.5321957373827515
209,1,1994,18,209,0.5154672427100117,0.5154672427100117,0.5154672427100117,0.5154672427100117,0.5154672427100117,0.5154672427100117,0.5154672427100117,0.5154672427100117,0.5154672427100117,0.5154672427100117,0.5154672427100117,0.5154672427100117,0.5154672427100117,0.5154672427100117,0.5154672427100117,0.5154672427100117,0.5154672427100117
210,1,1994,19,210,0.5656527267282311,0.5656527267282311,0.5656527267282311,0.5656527267282311,0.5656527267282311,0.5656527267282311,0.5656527267282311,0.5656527267282311,0.5656527267282311,0.5656527267282311,0.5656527267282311,0.5656527267282311,0.5656527267282311,0.5656527267282311,0.5656527267282311,0.5656527267282311,0.5656527267282311
211,1,1994,20,211,0.5253075336939763,0.5253075336939763,0.5253075336939763,0.5253075336939763,0.5253075336939763,0.5253075336939763,0.5253075336939763,0.5253075336939763,0.5253075336939763,0.5253075336939763,0.5253075336939763,0.5253075336939763,0.5253075336939763,0.5253075336939763,0.5253075336939763,0.5253075336939763,0.5253075336939763
212,1,1994,21,212,0.5729782766829603,0.5729782766829603,0.5729782766829603,0.5729782766829603,0.5729782766829603,0.5729782766829603,0.5729782766829603,0.5729782766829603,0.5729782766829603,0.5729782766829603,0.5729782766829603,0.5729782766829603,0.5729782766829603,0.5729782766829603,0.5729782766829603,0.5729782766829603,0.5729782766829603
213,1,1994,22,213,0.5641220147973922,0.5641220147973922,0.5641220147973922,0.5641220147973922,0.5641220147973922,0.5641220147973922,0.5641220147973922,0.5641220147973922,0.5641220147973922,0.5641220147973922,0.5641220147973922,0.5641220147973922,0.5641220147973922,0.5641220147973922,0.5641220147973922,0.5641220147973922,0.5641220147973922
214,1,1994,23,214,0.5317037228335533,0.5317037228335533,0.5317037228335533,0.5317037228335533,0.5317037228335533,0.5317037228335533,0.5317037228335533,0.5317037228335533,0.5317037228335533,0.5317037228335533,0.5317037228335533,0.5317037228335533,0.5317037228335533,0.5317037228335533,0.5317037228335533,0.5317037228335533,0.5317037228335533
216,1,1994,25,216,0.4088640903837287,0.4088640903837287,0.4088640903837287,0.4088640903837287,0.4088640903837287,0.4088640903837287,0.4088640903837287,0.4088640903837287,0.4088640903837287,0.4088640903837287,0.4088640903837287,0.4088640903837287,0.4088640903837287,0.4088640903837287,0.4088640903837287,0.4088640903837287,0.4088640903837287
217,1,1994,26,217,0.5811421100929568,0.5811421100929568,0.5811421100929568,0.5811421100929568,0.5811421100929568,0.5811421100929568,0.5811421100929568,0.5811421100929568,0.5811421100929568,0.5811421100929568,0.5811421100929568,0.5811421100929568,0.5811421100929568,0.5811421100929568,0.5811421100929568,0.5811421100929568,0.5811421100929568
218,1,1994,27,218,0.5789371195565833,0.5789371195565833,0.5789371195565833,0.5789371195565833,0.5789371195565833,0.5789371195565833,0.5789371195565833,0.5789371195565833,0.5789371195565833,0.5789371195565833,0.5789371195565833,0.5789371195565833,0.5789371195565833,0.5789371195565833,0.5789371195565833,0.5789371195565833,0.5789371195565833
219,1,1994,28,219,0.5968136481774523,0.5968136481774523,0.5968136481774523,0.5968136481774523,0.5968136481774523,0.5968136481774523,0.5968136481774523,0.5968136481774523,0.5968136481774523,0.5968136481774523,0.5968136481774523,0.5968136481774523,0.5968136481774523,0.5968136481774523,0.5968136481774523,0.5968136481774523,0.5968136481774523
220,1,1994,29,220,0.4905385055506347,0.4905385055506347,0.4905385055506347,0.4905385055506347,0.4905385055506347,0.4905385055506347,0.4905385055506347,0.4905385055506347,0.4905385055506347,0.4905385055506347,0.4905385055506347,0.4905385055506347,0.4905385055506347,0.4905385055506347,0.4905385055506347,0.4905385055506347,0.4905385055506347
221,1,1994,30,221,0.6442657180334593,0.6442657180334593,0.6442657180334593,0.6442657180334593,0.6442657180334593,0.6442657180334593,0.6442657180334593,0.6442657180334593,0.6442657180334593,0.6442657180334593,0.6442657180334593,0.6442657180334593,0.6442657180334593,0.6442657180334593,0.6442657180334593,0.6442657180334593,0.6442657180334593
223,1,1994,32,223,0.4929985782966259,0.4929985782966259,0.4929985782966259,0.4929985782966259,0.4929985782966259,0.4929985782966259,0.4929985782966259,0.4929985782966259,0.4929985782966259,0.4929985782966259,0.4929985782966259,0.4929985782966259,0.4929985782966259,0.4929985782966259,0.4929985782966259,0.4929985782966259,0.4929985782966259
224,1,1994,33,224,0.5170708493297285,0.5170708493297285,0.5170708493297285,0.5170708493297285,0.5170708493297285,0.5170708493297285,0.5170708493297285,0.5170708493297285,0.5170708493297285,0.5170708493297285,0.5170708493297285,0.5170708493297285,0.5170708493297285,0.5170708493297285,0.5170708493297285,0.5170708493297285,0.5170708493297285
225,1,1994,34,225,0.6151821913475195,0.6151821913475195,0.6151821913475195,0.6151821913475195,0.6151821913475195,0.6151821913475195,0.6151821913475195,0.6151821913475195,0.6151821913475195,0.6151821913475195,0.6151821913475195,0.6151821913475195,0.6151821913475195,0.6151821913475195,0.6151821913475195,0.6151821913475195,0.6151821913475195
226,1,1994,35,226,0.4680698411372489,0.4680698411372489,0.4680698411372489,0.4680698411372489,0.4680698411372489,0.4680698411372489,0.4680698411372489,0.4680698411372489,0.4680698411372489,0.4680698411372489,0.4680698411372489,0.4680698411372489,0.4680698411372489,0.4680698411372489,0.4680698411372489,0.4680698411372489,0.4680698411372489
227,1,1994,36,227,0.49431061709448787,0.49431061709448787,0.49431061709448787,0.49431061709448787,0.49431061709448787,0.49431061709448787,0.49431061709448787,0.49431061709448787,0.49431061709448787,0.49431061709448787,0.49431061709448787,0.49431061709448787,0.49431061709448787,0.49431061709448787,0.49431061709448787,0.49431061709448787,0.49431061709448787
243,1,1995,52,243,0.7107423504584646,0.7107423504584646,0.7107423504584646,0.7107423504584646,0.7107423504584646,0.7107423504584646,0.7107423504584646,0.7107423504584646,0.7107423504584646,0.7107423504584646,0.7107423504584646,0.7107423504584646,0.7107423504584646,0.7107423504584646,0.7107423504584646,0.7107423504584646,0.7107423504584646
244,1,1995,1,244,0.6880823470537238,0.6880823470537238,0.6880823470537238,0.6880823470537238,0.6880823470537238,0.6880823470537238,0.6880823470537238,0.6880823470537238,0.6880823470537238,0.6880823470537238,0.6880823470537238,0.6880823470537238,0.6880823470537238,0.6880823470537238,0.6880823470537238,0.6880823470537238,0.6880823470537238
246,1,1995,3,246,0.3137412775387376,0.3137412775387376,0.3137412775387376,0.3137412775387376,0.3137412775387376,0.3137412775387376,0.3137412775387376,0.3137412775387376,0.3137412775387376,0.3137412775387376,0.3137412775387376,0.3137412775387376,0.3137412775387376,0.3137412775387376,0.3137412775387376,0.3137412775387376,0.3137412775387376
247,1,1995,4,247,0.500761474517309,0.500761474517309,0.500761474517309,0.500761474517309,0.500761474517309,0.500761474517309,0.500761474517309,0.500761474517309,0.500761474517309,0.500761474517309,0.500761474517309,0.500761474517309,0.500761474517309,0.500761474517309,0.500761474517309,0.500761474517309,0.500761474517309
249,1,1995,6,249,0.47953195421290734,0.47953195421290734,0.47953195421290734,0.47953195421290734,0.47953195421290734,0.47953195421290734,0.47953195421290734,0.47953195421290734,0.47953195421290734,0.47953195421290734,0.47953195421290734,0.47953195421290734,0.47953195421290734,0.47953195421290734,0.47953195421290734,0.47953195421290734,0.47953195421290734
251,1,1995,8,251,0.5464094910262559,0.5464094910262559,0.5464094910262559,0.5464094910262559,0.5464094910262559,0.5464094910262559,0.5464094910262559,0.5464094910262559,0.5464094910262559,0.5464094910262559,0.5464094910262559,0.5464094910262559,0.5464094910262559,0.5464094910262559,0.5464094910262559,0.5464094910262559,0.5464094910262559
252,1,1995,9,252,0.5245968460118011,0.5245968460118011,0.5245968460118011,0.5245968460118011,0.5245968460118011,0.5245968460118011,0.5245968460118011,0.5245968460118011,0.5245968460118011,0.5245968460118011,0.5245968460118011,0.5245968460118011,0.5245968460118011,0.5245968460118011,0.5245968460118011,0.5245968460118011,0.5245968460118011
253,1,1995,10,253,0.6031005007505408,0.6031005007505408,0.6031005007505408,0.6031005007505408,0.6031005007505408,0.6031005007505408,0.6031005007505408,0.6031005007505408,0.6031005007505408,0.6031005007505408,0.6031005007505408,0.6031005007505408,0.6031005007505408,0.6031005007505408,0.6031005007505408,0.6031005007505408,0.6031005007505408
254,1,1995,11,254,0.5249795239945108,0.5249795239945108,0.5249795239945108,0.5249795239945108,0.5249795239945108,0.5249795239945108,0.5249795239945108,0.5249795239945108,0.5249795239945108,0.5249795239945108,0.5249795239945108,0.5249795239945108,0.5249795239945108,0.5249795239945108,0.5249795239945108,0.5249795239945108,0.5249795239945108
255,1,1995,12,255,0.47807413697094625,0.47807413697094625,0.47807413697094625,0.47807413697094625,0.47807413697094625,0.47807413697094625,0.47807413697094625,0.47807413697094625,0.47807413697094625,0.47807413697094625,0.47807413697094625,0.47807413697094625,0.47807413697094625,0.47807413697094625,0.47807413697094625,0.47807413697094625,0.47807413697094625
256,1,1995,13,256,0.6613440897189623,0.6613440897189623,0.6613440897189623,0.6613440897189623,0.6613440897189623,0.6613440897189623,0.6613440897189623,0.6613440897189623,0.6613440897189623,0.6613440897189623,0.6613440897189623,0.6613440897189623,0.6613440897189623,0.6613440897189623,0.6613440897189623,0.6613440897189623,0.6613440897189623
259,1,1995,16,259,0.5553750894783125,0.5553750894783125,0.5553750894783125,0.5553750894783125,0.5553750894783125,0.5553750894783125,0.5553750894783125,0.5553750894783125,0.5553750894783125,0.5553750894783125,0.5553750894783125,0.5553750894783125,0.5553750894783125,0.5553750894783125,0.5553750894783125,0.5553750894783125,0.5553750894783125
260,1,1995,17,260,0.5842399430312754,0.5842399430312754,0.5842399430312754,0.5842399430312754,0.5842399430312754,0.5842399430312754,0.5842399430312754,0.5842399430312754,0.5842399430312754,0.5842399430312754,0.5842399430312754,0.5842399430312754,0.5842399430312754,0.5842399430312754,0.5842399430312754,0.5842399430312754,0.5842399430312754
262,1,1995,19,262,0.6010231059872594,0.6010231059872594,0.6010231059872594,0.6010231059872594,0.6010231059872594,0.6010231059872594,0.6010231059872594,0.6010231059872594,0.6010231059872594,0.6010231059872594,0.6010231059872594,0.6010231059872594,0.6010231059872594,0.6010231059872594,0.6010231059872594,0.6010231059872594,0.6010231059872594
263,1,1995,20,263,0.4838689749948365,0.4838689749948365,0.4838689749948365,0.4838689749948365,0.4838689749948365,0.4838689749948365,0.4838689749948365,0.4838689749948365,0.4838689749948365,0.4838689749948365,0.4838689749948365,0.4838689749948365,0.4838689749948365,0.4838689749948365,0.4838689749948365,0.4838689749948365,0.4838689749948365
264,1,1995,21,264,0.4793861757688082,0.4793861757688082,0.4793861757688082,0.4793861757688082,0.4793861757688082,0.4793861757688082,0.4793861757688082,0.4793861757688082,0.4793861757688082,0.4793861757688082,0.4793861757688082,0.4793861757688082,0.4793861757688082,0.4793861757688082,0.4793861757688082,0.4793861757688082,0.4793861757688082
266,1,1995,23,266,0.6135968111334363,0.6135968111334363,0.6135968111334363,0.6135968111334363,0.6135968111334363,0.6135968111334363,0.6135968111334363,0.6135968111334363,0.6135968111334363,0.6135968111334363,0.6135968111334363,0.6135968111334363,0.6135968111334363,0.6135968111334363,0.6135968111334363,0.6135968111334363,0.6135968111334363
267,1,1995,24,267,0.5420906966499603,0.5420906966499603,0.5420906966499603,0.5420906966499603,0.5420906966499603,0.5420906966499603,0.5420906966499603,0.5420906966499603,0.5420906966499603,0.5420906966499603,0.5420906966499603,0.5420906966499603,0.5420906966499603,0.5420906966499603,0.5420906966499603,0.5420906966499603,0.5420906966499603
268,1,1995,25,268,0.6861962912817974,0.6861962912817974,0.6861962912817974,0.6861962912817974,0.6861962912817974,0.6861962912817974,0.6861962912817974,0.6861962912817974,0.6861962912817974,0.6861962912817974,0.6861962912817974,0.6861962912817974,0.6861962912817974,0.6861962912817974,0.6861962912817974,0.6861962912817974,0.6861962912817974
269,1,1995,26,269,0.6977677081229743,0.6977677081229743,0.6977677081229743,0.6977677081229743,0.6977677081229743,0.6977677081229743,0.6977677081229743,0.6977677081229743,0.6977677081229743,0.6977677081229743,0.6977677081229743,0.6977677081229743,0.6977677081229743,0.6977677081229743,0.6977677081229743,0.6977677081229743,0.6977677081229743
270,1,1995,27,270,0.7823578015084292,0.7823578015084292,0.7823578015084292,0.7823578015084292,0.7823578015084292,0.7823578015084292,0.7823578015084292,0.7823578015084292,0.7823578015084292,0.7823578015084292,0.7823578015084292,0.7823578015084292,0.7823578015084292,0.7823578015084292,0.7823578015084292,0.7823578015084292,0.7823578015084292
272,1,1995,29,272,0.5726502669834947,0.5726502669834947,0.5726502669834947,0.5726502669834947,0.5726502669834947,0.5726502669834947,0.5726502669834947,0.5726502669834947,0.5726502669834947,0.5726502669834947,0.5726502669834947,0.5726502669834947,0.5726502669834947,0.5726502669834947,0.5726502669834947,0.5726502669834947,0.5726502669834947
274,1,1995,31,274,0.5132805113802418,0.5132805113802418,0.5132805113802418,0.5132805113802418,0.5132805113802418,0.5132805113802418,0.5132805113802418,0.5132805113802418,0.5132805113802418,0.5132805113802418,0.5132805113802418,0.5132805113802418,0.5132805113802418,0.5132805113802418,0.5132805113802418,0.5132805113802418,0.5132805113802418
275,1,1995,32,275,0.49556798760910553,0.49556798760910553,0.49556798760910553,0.49556798760910553,0.49556798760910553,0.49556798760910553,0.49556798760910553,0.49556798760910553,0.49556798760910553,0.49556798760910553,0.49556798760910553,0.49556798760910553,0.49556798760910553,0.49556798760910553,0.49556798760910553,0.49556798760910553,0.49556798760910553
276,1,1995,33,276,0.5359860753322382,0.5359860753322382,0.5359860753322382,0.5359860753322382,0.5359860753322382,0.5359860753322382,0.5359860753322382,0.5359860753322382,0.5359860753322382,0.5359860753322382,0.5359860753322382,0.5359860753322382,0.5359860753322382,0.5359860753322382,0.5359860753322382,0.5359860753322382,0.5359860753322382
277,1,1995,34,277,0.5678394580580011,0.5678394580580011,0.5678394580580011,0.5678394580580011,0.5678394580580011,0.5678394580580011,0.5678394580580011,0.5678394580580011,0.5678394580580011,0.5678394580580011,0.5678394580580011,0.5678394580580011,0.5678394580580011,0.5678394580580011,0.5678394580580011,0.5678394580580011,0.5678394580580011
278,1,1995,35,278,0.4798235220347622,0.4798235220347622,0.4798235220347622,0.4798235220347622,0.4798235220347622,0.4798235220347622,0.4798235220347622,0.4798235220347622,0.4798235220347622,0.4798235220347622,0.4798235220347622,0.4798235220347622,0.4798235220347622,0.4798235220347622,0.4798235220347622,0.4798235220347622,0.4798235220347622
279,1,1995,36,279,0.5612792640686913,0.5612792640686913,0.5612792640686913,0.5612792640686913,0.5612792640686913,0.5612792640686913,0.5612792640686913,0.5612792640686913,0.5612792640686913,0.5612792640686913,0.5612792640686913,0.5612792640686913,0.5612792640686913,0.5612792640686913,0.5612792640686913,0.5612792640686913,0.5612792640686913
280,1,1995,37,280,0.5062829711249781,0.5062829711249781,0.5062829711249781,0.5062829711249781,0.5062829711249781,0.5062829711249781,0.5062829711249781,0.5062829711249781,0.5062829711249781,0.5062829711249781,0.5062829711249781,0.5062829711249781,0.5062829711249781,0.5062829711249781,0.5062829711249781,0.5062829711249781,0.5062829711249781
281,1,1995,38,281,0.573889378291509,0.573889378291509,0.573889378291509,0.573889378291509,0.573889378291509,0.573889378291509,0.573889378291509,0.573889378291509,0.573889378291509,0.573889378291509,0.573889378291509,0.573889378291509,0.573889378291509,0.573889378291509,0.573889378291509,0.573889378291509,0.573889378291509
282,1,1995,39,282,0.5609512543692258,0.5609512543692258,0.5609512543692258,0.5609512543692258,0.5609512543692258,0.5609512543692258,0.5609512543692258,0.5609512543692258,0.5609512543692258,0.5609512543692258,0.5609512543692258,0.5609512543692258,0.5609512543692258,0.5609512543692258,0.5609512543692258,0.5609512543692258,0.5609512543692258
283,1,1995,40,283,0.7511968800592079,0.7511968800592079,0.7511968800592079,0.7511968800592079,0.7511968800592079,0.7511968800592079,0.7511968800592079,0.7511968800592079,0.7511968800592079,0.7511968800592079,0.7511968800592079,0.7511968800592079,0.7511968800592079,0.7511968800592079,0.7511968800592079,0.7511968800592079,0.7511968800592079
284,1,1995,41,284,0.4888164546284409,0.4888164546284409,0.4888164546284409,0.4888164546284409,0.4888164546284409,0.4888164546284409,0.4888164546284409,0.4888164546284409,0.4888164546284409,0.4888164546284409,0.4888164546284409,0.4888164546284409,0.4888164546284409,0.4888164546284409,0.4888164546284409,0.4888164546284409,0.4888164546284409
285,1,1995,42,285,0.4809442218412693,0.4809442218412693,0.4809442218412693,0.4809442218412693,0.4809442218412693,0.4809442218412693,0.4809442218412693,0.4809442218412693,0.4809442218412693,0.4809442218412693,0.4809442218412693,0.4809442218412693,0.4809442218412693,0.4809442218412693,0.4809442218412693,0.4809442218412693,0.4809442218412693
287,1,1995,44,287,0.7006833863415229,0.7006833863415229,0.7006833863415229,0.7006833863415229,0.7006833863415229,0.7006833863415229,0.7006833863415229,0.7006833863415229,0.7006833863415229,0.7006833863415229,0.7006833863415229,0.7006833863415229,0.7006833863415229,0.7006833863415229,0.7006833863415229,0.7006833863415229,0.7006833863415229
288,1,1995,45,288,0.4632043639285109,0.4632043639285109,0.4632043639285109,0.4632043639285109,0.4632043639285109,0.4632043639285109,0.4632043639285109,0.4632043639285109,0.4632043639285109,0.4632043639285109,0.4632043639285109,0.4632043639285109,0.4632043639285109,0.4632043639285109,0.4632043639285109,0.4632043639285109,0.4632043639285109
289,1,1995,46,289,0.4885704473538418,0.4885704473538418,0.4885704473538418,0.4885704473538418,0.4885704473538418,0.4885704473538418,0.4885704473538418,0.4885704473538418,0.4885704473538418,0.4885704473538418,0.4885704473538418,0.4885704473538418,0.4885704473538418,0.4885704473538418,0.4885704473538418,0.4885704473538418,0.4885704473538418
290,1,1995,47,290,0.48069821456667017,0.48069821456667017,0.48069821456667017,0.48069821456667017,0.48069821456667017,0.48069821456667017,0.48069821456667017,0.48069821456667017,0.48069821456667017,0.48069821456667017,0.48069821456667017,0.48069821456667017,0.48069821456667017,0.48069821456667017,0.48069821456667017,0.48069821456667017,0.48069821456667017
292,1,1995,49,292,0.5703541990872364,0.5703541990872364,0.5703541990872364,0.5703541990872364,0.5703541990872364,0.5703541990872364,0.5703541990872364,0.5703541990872364,0.5703541990872364,0.5703541990872364,0.5703541990872364,0.5703541990872364,0.5703541990872364,0.5703541990872364,0.5703541990872364,0.5703541990872364,0.5703541990872364
293,1,1995,50,293,0.4289820186176118,0.4289820186176118,0.4289820186176118,0.4289820186176118,0.4289820186176118,0.4289820186176118,0.4289820186176118,0.4289820186176118,0.4289820186176118,0.4289820186176118,0.4289820186176118,0.4289820186176118,0.4289820186176118,0.4289820186176118,0.4289820186176118,0.4289820186176118,0.4289820186176118
295,1,1996,1,295,0.45948692066790203,0.45948692066790203,0.45948692066790203,0.45948692066790203,0.45948692066790203,0.45948692066790203,0.45948692066790203,0.45948692066790203,0.45948692066790203,0.45948692066790203,0.45948692066790203,0.45948692066790203,0.45948692066790203,0.45948692066790203,0.45948692066790203,0.45948692066790203,0.45948692066790203
296,1,1996,2,296,0.6097517720997354,0.6097517720997354,0.6097517720997354,0.6097517720997354,0.6097517720997354,0.6097517720997354,0.6097517720997354,0.6097517720997354,0.6097517720997354,0.6097517720997354,0.6097517720997354,0.6097517720997354,0.6097517720997354,0.6097517720997354,0.6097517720997354,0.6097517720997354,0.6097517720997354
297,1,1996,3,297,0.4604709497662985,0.4604709497662985,0.4604709497662985,0.4604709497662985,0.4604709497662985,0.4604709497662985,0.4604709497662985,0.4604709497662985,0.4604709497662985,0.4604709497662985,0.4604709497662985,0.4604709497662985,0.4604709497662985,0.4604709497662985,0.4604709497662985,0.4604709497662985,0.4604709497662985
298,1,1996,4,298,0.5489242320554913,0.5489242320554913,0.5489242320554913,0.5489242320554913,0.5489242320554913,0.5489242320554913,0.5489242320554913,0.5489242320554913,0.5489242320554913,0.5489242320554913,0.5489242320554913,0.5489242320554913,0.5489242320554913,0.5489242320554913,0.5489242320554913,0.5489242320554913,0.5489242320554913
299,1,1996,5,299,0.5127338285477994,0.5127338285477994,0.5127338285477994,0.5127338285477994,0.5127338285477994,0.5127338285477994,0.5127338285477994,0.5127338285477994,0.5127338285477994,0.5127338285477994,0.5127338285477994,0.5127338285477994,0.5127338285477994,0.5127338285477994,0.5127338285477994,0.5127338285477994,0.5127338285477994
300,1,1996,6,300,0.4744113619935817,0.4744113619935817,0.4744113619935817,0.4744113619935817,0.4744113619935817,0.4744113619935817,0.4744113619935817,0.4744113619935817,0.4744113619935817,0.4744113619935817,0.4744113619935817,0.4744113619935817,0.4744113619935817,0.4744113619935817,0.4744113619935817,0.4744113619935817,0.4744113619935817
301,1,1996,7,301,0.5195673639533303,0.5195673639533303,0.5195673639533303,0.5195673639533303,0.5195673639533303,0.5195673639533303,0.5195673639533303,0.5195673639533303,0.5195673639533303,0.5195673639533303,0.5195673639533303,0.5195673639533303,0.5195673639533303,0.5195673639533303,0.5195673639533303,0.5195673639533303,0.5195673639533303
303,1,1996,9,303,0.5272755918907692,0.5272755918907692,0.5272755918907692,0.5272755918907692,0.5272755918907692,0.5272755918907692,0.5272755918907692,0.5272755918907692,0.5272755918907692,0.5272755918907692,0.5272755918907692,0.5272755918907692,0.5272755918907692,0.5272755918907692,0.5272755918907692,0.5272755918907692,0.5272755918907692
305,1,1996,11,305,0.48558191818104185,0.48558191818104185,0.48558191818104185,0.48558191818104185,0.48558191818104185,0.48558191818104185,0.48558191818104185,0.48558191818104185,0.48558191818104185,0.48558191818104185,0.48558191818104185,0.48558191818104185,0.48558191818104185,0.48558191818104185,0.48558191818104185,0.48558191818104185,0.48558191818104185
306,1,1996,12,306,0.5285147359997533,0.5285147359997533,0.5285147359997533,0.5285147359997533,0.5285147359997533,0.5285147359997533,0.5285147359997533,0.5285147359997533,0.5285147359997533,0.5285147359997533,0.5285147359997533,0.5285147359997533,0.5285147359997533,0.5285147359997533,0.5285147359997533,0.5285147359997533,0.5285147359997533
308,1,1996,14,308,0.49316258314635864,0.49316258314635864,0.49316258314635864,0.49316258314635864,0.49316258314635864,0.49316258314635864,0.49316258314635864,0.49316258314635864,0.49316258314635864,0.49316258314635864,0.49316258314635864,0.49316258314635864,0.49316258314635864,0.49316258314635864,0.49316258314635864,0.49316258314635864,0.49316258314635864
309,1,1996,15,309,0.4985200749042949,0.4985200749042949,0.4985200749042949,0.4985200749042949,0.4985200749042949,0.4985200749042949,0.4985200749042949,0.4985200749042949,0.4985200749042949,0.4985200749042949,0.4985200749042949,0.4985200749042949,0.4985200749042949,0.4985200749042949,0.4985200749042949,0.4985200749042949,0.4985200749042949
310,1,1996,16,310,0.5414164508453958,0.5414164508453958,0.5414164508453958,0.5414164508453958,0.5414164508453958,0.5414164508453958,0.5414164508453958,0.5414164508453958,0.5414164508453958,0.5414164508453958,0.5414164508453958,0.5414164508453958,0.5414164508453958,0.5414164508453958,0.5414164508453958,0.5414164508453958,0.5414164508453958
